Post Title,Sq ft,Bedroom,Bathroom,Balcony,Parking,Lift,Rent Floor,Total Number of Floor,Price,Service Charge,Build Year,Area,Extra Aminities, Generator,Property Type,Interior,Building Regiration Type,Road In Front of House,Gas,Servant Room,Facing,Tiles,Drawing Room,Dinning Room
NHL Karim Valencia,2260,3,3,3,1,1,6,9,110000,11000,2014,"Road: 23, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,un-Furnished,Residential,24,	L.P.G,YES,	EAST,YES,YES,YES
ARE,2200,3,4,3,1,1,7,10,80000,9000,2015,"Road: 13, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,un-Furnished,Residential,24,	L.P.G,YES,	SOUTH,YES,YES,YES
Bti Bellagio,2300,3,3,3,1,1,6,9,100000,15000,2013,"Road: 14, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,	Semi Furnished,Residential,16,L.P.G,YES,	EAST,YES,YES,YES
Asset Archone,2300,3,4,3,1,1,2,6,90000,10000,2006,"	Road: 15, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,Semi Furnished,Residential,16,	GOVT,YES,	WEST,YES,YES,YES
Assurance Red Wood,2300,3,3,3,1,2,4,13,80000,11000,2012,"	Road: 27, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,	L.P.G,YES,	WEST,YES,YES,YES
Simpletree NAzma A1,2500,3,4,3,1,1,3,11,120000,15000,2023,"	Road: 19, Block: G, BaNAni,Dhaka",24 hours security service,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,EAST,YES,YES,YES
Simpletree NAzma,2500,3,3,2,1,1,7,9,130000,15000,2023,"	Road: 19, Block: E, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	EAST,YES,YES,YES
Shanta CoNApus,3200,3,3,2,2,2,7,11,150000,20000,2022,"	Road: 17, Block: A, BaNAni,Dhaka",GYM,NA,Residential Apartment,Semi Furnished,Residential,24,	L.P.G,YES,	EAST,YES,YES,YES
SigNAture Pahela Boishakh A3,2450,3,4,3,2,2,2,11,170000,20000,2022,"Road: 18, Block: B, BaNAni,Dhaka", GYM,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	NORTH,YES,YES,YES
Conco Reflection,2650,3,3,3,1,2,11,13,130000,15000,2018,"	Road: 25, Block: A, BaNAni,Dhaka", GYM,NA,Residential Apartment,Un-Furnished,Residential,24,	L.P.G,YES,NORTH,YES,YES,YES
Wahab Fatima FortuNA,2200,3,3,2,1,2,6,8,80000,10000,2019,"Road: 04, Block: C, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	EAST,YES,YES,YES
Mutual Rawshan Heights 3B,2200,3,3,2,1,2,4,9,90000,8500,2022,"	Road: 06, Block: D, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	NORTH,YES,YES,YES
Asset MaNORTH Manihar,2550,4,4,3,2,1,5,6,100000,18000,2010,"Road: 4, Block: C, BaNAni,Dhaka",24 hours security service,NA,Residential Apartment,Un-Furnished,Residential,16,	GOVT,YES,	NORTH,YES,YES,YES
Conco Rafat Kamar,1900,3,3,3,1,2,8,10,90000,12000,2022,"	Road: 06, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,	L.P.G,YES,WEST,YES,YES,YES
Shanchari,2200,3,3,2,1,1,2,6,100000,9000,2009,"Road: 18, Block: D, BaNAni,Dhaka",NA,NA,Residential Apartment,Semi Furnished,Residential,16,	GOVT,YES,	SOUTH,YES,YES,YES
QHAILIZ VILLA,2700,3,3,3,1,1,5,7,85000,10000,2015,"	Road: 13, Block: D, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	WEST,YES,YES,YES
Assurance Meherunnesa Villa,2050,3,3,3,1,2,5,10,140000,12000,2023,"	Road: 15, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,	L.P.G,YES,	EAST,YES,YES,YES
Sheltech Ayan,2905,Ope space,Open Space,Open Space,1,2,7,15,522900,"43,575",2022,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
Sheltech NORTHern ar,2595,Ope space,Open Space,Open Space,1,2,8,11,467100,"38,925",2022,"Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,NA,NA,NA
Suvau JahaNORTHa Square,2188,Ope space,Open Space,Open Space,1,1,6,11,306320,"21,880",2017,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
Baro Bhuiyan,3200,Ope space,Open Space,Open Space,1,2,10,15,480000,"32,000",2012,"Road: Kemal Ataturk Avenue, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,	L.P.G,NA,NORTH,YES,NA,NA
Abidin ToWESTr,3800,Ope space,Open Space,Open Space,1,2,5,16,494000,"38,000",2015,"	Road: 17, Block: D, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
RSR ToWESTr 13A,2950,	Open Space,	Open Space,	Open Space,1,2,12,14,354000,"29,500",2010,"	Road: 11, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,	Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
Ventura Iconia,2200,	Open Space,	Open Space,	Open Space,1,2,7,11,264000,40000,2006,"	Road: 11, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,	Office Space,	Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Ahmed ToWESTr,1710,	Open Space,	Open Space,	Open Space,1,3,16,24,153900,0,2010,"Road: Kemal Ataturk Avenue, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,	Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Skylark,2000,Ope space,Open Space,Open Space,1,2,8,11,220000,20000,2010,"	Road: 11, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Sheltech Ayaan 3A,1452,Ope space,Open Space,Open Space,1,2,2,15,261360,"21,780",2021,"	Road: 11, Block: C, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,NA,	SOUTH,YES,NA,NA
Artisan,3285,Ope space,Open Space,Open Space,1,2,5,13,295650,"49,275",2017,"	Road: 11, Block: F, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,YES,	NORTH,YES,NA,NA
"Delta Dahlia ToWESTr",5500,Ope space,Open Space,Open Space,0,2,2,16,1375000,"15,000",2000,"Road: Kemal Ataturk Avenue, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,	Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Green Graer,4300,Ope space,Open Space,Open Space,2,2,9,14,516000,"51,600",2015,"Road: Kemal Ataturk Avenue, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
ToWESTr Hamlet,2200,Ope space,Open Space,Open Space,1,2,9,13,198000,"15,400",2008,"Road: Kemal Ataturk Avenue, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Shanta Sofura ToWESTr,2215,Ope space,Open Space,NA,1,2,3,17,287950,"22,150",2019,"Road: Kemal Ataturk Avenue, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
SOUTH Breeze Centre,2716,Ope space,Open Space,Open Space,1,2,2,9,624680,"25,000",2016,"	Road: 11, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Sheltech NORTHern ar 9A,2595,Ope space,Open Space,Open Space,1,2,8,11,441150,"38,925",2022,"	Road: 11, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Office Space,Un-Furnished,Commercial,50,NA,NA,        SOUTH,YES,NA,NA
Prasad Trade Center,7400,Ope space,3,Open Space,2,4,8,16,1110000,"60,000",2012,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Furnished,Commercial,50,NA,NA,	SOUTH,YES,NA,NA
EHL Lokman Hossain ToWESTr,5059,Ope space,Ope space,Open Space,3,3,10,13,910620,"101,180",2013,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,        SOUTH,YES,NA,NA
ANZ Haque Eleven Square,2000,Ope space,Ope space,Open Space,1,2,10,15,260000,"30,000",2010,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,        SOUTH,YES,NA,NA
Point 11,2367,Ope space,Ope space,Open Space,1,2,12,15,260000,"23,670",2010,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
Sheltech Ayan,2905,Ope space,Ope space,Open Space,1,2,5,15,522900,"43,575",2022,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Nur Empori,6000,Ope space,Ope space,Open Space,3,2,7,13,725000,"60,000",2017,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,        SOUTH,YES,NA,NA
Sheltech NORTHern ar,2595,Ope space,Ope space,Open Space,1,2,8,11,467200,"38,925",2022,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,NORTH,YES,NA,NA
Suvau JahaNORTHa Square,2188,Ope space,Ope space,Open Space,1,1,6,11,306320,"21,880",2017,"	Road: 11, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,	NORTH,YES,NA,NA
Baro Bhuiyan,	3200 sqd,Ope space,Ope space,Open Space,1,2,10,15,490000,"32,000",2012,"	Road: Kemal Ataturk Avenue, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,	L.P.G,NA,	NORTH,YES,NA,NA
Autograph,9000,Ope space,Ope space,Open Space,2,5,18,20,1630000,"135,000",2017,"Road: Kemal Ataturk Avenue, BaNAni,Dhaka",NA,NA,Office Space,Un-Furnished,Commercial,50,NA,NA,        SOUTH,YES,NA,NA
Shanta Charalok,3000,3,3,3,1,2,8,10,180000,12000,2010,"Road: 23, Block: B, BaNAni,Dhaka",NA,NA,Furnished Apartment,Furnished,Residential,16,        L.P.G,YES,	EAST,YES,YES,YES
Urban Lily Cottage,2300,4,4,3,1,2,10,13,150000,10000,2010,"	Road: 23, Block: B, BaNAni,Dhaka",NA,NA,Furnished Apartment,Furnished,Residential,16,        L.P.G,YES,	SOUTH,YES,YES,YES
Taher Homes Nur Jahan,1800,3,3,2,1,2,8,11,200000,8000,2009,"Road: 13, Block: C, BaNAni,Dhaka",NA,NA,Furnished Apartment,Furnished,Residential,16,	GOVT,YES,	WEST,YES,YES,YES
BTI Rose Cottage,1750,3,3,3,1,1,3,11,140000,10600,2020,"	Road: 4, Block: A, BaNAni,Dhaka",NA,NA,Furnished Apartment,Furnished,Residential,24,        L.P.G,YES,	WEST,YES,YES,YES
Rangs Gra President Palace,2200,3,3,3,1,2,4,10,165000,9000,2012,"	Road: 12, Block: H, BaNAni,Dhaka",NA,NA,Furnished Apartment,Furnished,Residential,16,        L.P.G,YES,	WEST,YES,YES,YES
NAvaNA Sambilan,2300,3,3,3,1,2,5,7,235000,15000,2022,"	Road: 23, Block: A, BaNAni,Dhaka", Swimming Pool.,NA,Furnished Apartment,Furnished,Residential,24,        L.P.G,YES,	WEST,YES,YES,YES
Shanta Celeial,2635,3,3,2,1,2,"5, 10",12,175000,25000,2025,"	Road:16, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,        L.P.G,YES,	EAST,YES,YES,YES
Urban DrEASTm 9 Floor,2600,3,3,3,1,2,8,14,185000,12000,2022,"Road: 18, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,        L.P.G,YES,	SOUTH,YES,YES,YES
Urban BoNAnza 6B,2380,3,4,4,1,2,7,14,125000,10000,2015,"	Road: 13, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,        L.P.G,YES,	EAST,YES,YES,YES
Urban BoNAnza 10A,2380,3,3,3,1,2,9,11,125000,10000,2012,"	Road: 13, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,        L.P.G,YES,	WEST,YES,YES,YES
SigNAture Pahela Boishakh 4,2700,3,3,2,1,2,5,11,175000,15000,2022,"	Road: 18, Block: B, BaNAni,Dhaka", GYM,NA,Residential Apartment,Un-Furnished,Residential,24,        L.P.G,YES,WEST,YES,YES,YES
SigNAture Pahela Boishakh A4,2450,3,4,3,1,2,3,11,175000,20000,2022,"	Road: 18, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Semi Furnished,Residential,24,        L.P.G,YES,	NORTH,YES,YES,YES
NAvaNA Boryoman 2A,2450,3,3,3,1,1,1,11,100000,15000,2023,"	Road: 13, Block: C, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,        L.P.G,YES,SOUTH,YES,YES,YES
Simpletree,2500,3,4,3,1,1,7,11,100000,15000,2023,"	Road: 19, Block: E, BaNAni,Dhaka",NA,NA,Residential Apartment,Semi Furnished,Residential,24,	L.P.G,YES,	WEST,YES,YES,YES
Shanta Akashprodip 4A,2400,3,3,2,1,2,1,9,135000,12000,2010,"	Road: 24, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	EAST,YES,YES,YES
Bay Bailley Heights,3000,4,4,3,1,2,2,11,150000,12000,2023,"Road: 18, Block: H, BaNAni,Dhaka", 24 hours security service,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	SOUTH,YES,YES,YES
Mutual Rawshan Heights,2200,3,3,2,1,2,4,9,95000,8500,2022,"Road: 4, Block: D, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	WEST,YES,YES,YES
Asset Kasrey Kabir,2200,3,3,2,2,1,1,6,120000,9000,2008,"	Road: 16, Block: C, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	GOVT,YES,	SOUTH,YES,YES,YES
"Anwar Lamark Monsoon Blue 5A",2000,3,3,3,1,2,4,11,90000,10000,2023,"	Road: 13, Block: D, BaNAni,Dhaka","24 hours CC TV coverage,Automatic Fire alarm syem",YES,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	NORTH,YES,YES,YES
NAvaNA Boryoman A3,2400,3,3,3,1,1,2,11,125000,10000,2023,"Road: 15, Block: D, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	SOUTH,YES,YES,YES
Assurance Meherunnesa Villa A5,2050,3,3,3,1,2,6,10,120000,12000,2023,"	Road: 15, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	EAST,YES,YES,YES
BTI Golden Cascade B5,3150,4,4,4,2,2,1,9,115000,12000,2015,"Road: 6, Block: B, BaNAni,Dhaka", 24 hours security service,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	NORTH,YES,YES,YES
Basic Nigar Palace B2,2400,3,3,2,1,2,1,10,135000,10000,2023,"	Road: 12, Block: H, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	SOUTH,YES,YES,YES
Shanta Akashprodip A4,2400,3,3,2,1,2,3,9,135000,12000,2010,"Road: 25, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	NORTH,YES,YES,YES
NAvaNA Aziza Serenity,2000,3,3,3,1,2,5,11,110000,8000,2015,"	Road: 18, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	WEST,YES,YES,YES
Shanta DeboNAir B2,1800,3,3,3,1,2,1,12,130000,14000,2018,"	Road: 18, Block: B, BaNAni,Dhaka", GYM,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	NORTH,YES,YES,YES
BTI Golden Cascade,3150,4,4,4,2,2,2,9,165000,12000,2015,"	Road: 4, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,	L.P.G,YES,	EAST,YES,YES,YES
Shanta Akashprodip,2400,3,3,3,1,2,3,9,155000,12000,2015,"	Road: 23, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	EAST,YES,YES,YES
"Basic Nigar Palace, 8A",2430,3,3,3,1,2,7,10,155000,12000,2023,"	Road: 12, Block: H, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,SOUTH,YES,YES,YES
Basic Nigar Palace,2400,3,3,3,1,2,4,10,145000,12000,2023,"	Road: 12, Block: H, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,24,	L.P.G,YES,	WEST,YES,YES,YES
NAvaNA Boryoman,2400,3,3,3,1,1,2,11,140000,12000,2023,"	Road: 15, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	EAST,YES,YES,YES
Urban DrEASTm 4A,2300,3,3,3,1,2,6,14,155000,13000,2022,"	Road: 14, Block: B, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	WEST,YES,YES,YES
Anwar Lamark Monsoon Blue,2000,3,3,3,1,2,2,11,130000,10000,2023,"	Road: 13, Block: E, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	EAST,YES,YES,YES
BTI Rose Cottage A5,1750,3,3,3,1,1,4,8,140000,12000,2023,"	Road: 6, Block: A, BaNAni,Dhaka",NA,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	WEST,YES,YES,YES
Shanta DeboNAir,1800,3,3,2,,2,1,12,150000,15000,2020,"Road: 18, Block: B, BaNAni,Dhaka", GYM,NA,Residential Apartment,Un-Furnished,Residential,16,	L.P.G,YES,	SOUTH,YES,YES,YES
Charubii 2B,2000,2,2,1,1,2,2,13,190000,0,2024,"Road: 115, Gulshan, Dhaka 1212",NA,NA,Furnished Apartment,full-Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Rancon Icon ToWESTr,2200,3,3,2,1,2,3,14,220000,15000,2022,"Road: 130,Gulshan, Dhaka 1212","GYM,Swimming Pool",NA,Luxury Apartment,Un-Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Charubii,1700,2,2,1,1,2,1,9,175000,20000,2023,"Road: 115,Gulshan, Dhaka 1212",NA,NA,Furnished Apartment,full-Furnished,Residential,50,L.P.G,YES,NORTH,YES,YES,YES
BTI e Savil,2150,3,3,2,1,1,6,9,190000,12000,2017,"Road: 34,Gulshan, Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,EAST,YES,YES,YES
Conco Badal Heights A4,4200,4,4,3,2,2,4,13,280000,30000,2015,"Road: 56,Gulshan, Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,WEST,YES,YES,YES
Sky Touch Amir's DrEASTm 12B,2600,4,4,3,1,2,12,14,220000,12000,2022,"Road: 106,Gulshan, Dhaka 1212","Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,NORTH,YES,YES,YES
Rizbi House,3700,3,3,2,2,1,5,6,320000,20000,2023,"Road: 53A, Gulshan, Dhaka 1212","Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",NA,Furnished Apartment,Furnished,Residential,25,L.P.G,YES,WEST,YES,YES,YES
Shanta Angan A1,3300,4,4,1,2,2,1,12,250000,20000,2013,"Road: 33, Gulshan,Dhaka,1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,EAST,YES,YES,YES
Park Avilya,2200,3,3,2,1,1,6,6,100000,100000,2005,"Road: 87, Gulshan, Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,WEST,YES,YES,YES
InNORTH Zen 7B,3300,4,4,3,2,2,7,7,250000,0,2025,"Road: 117, Gulshan, Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,Furnished Apartment,Semi Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
Delviaa Erjaan,2250,3,3,1,1,2,4,9,200000,15000,2015,"Road: 97, Gulshan,Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,NORTH,YES,YES,YES
Bay Selee 5A,4000,4,5,2,2,2,5,11,300000,0,2024,"Road: 40, Gulshan,Dhaka 1212","Bed, udy table , chair, Smart TV , TV trolley, Clo dryer hanger, Washing machine, Bed side table, Almira, Dining table , chairs, Refrigerator, Shoe rack, Cabinets, Sofa, Iron, Microwave Oven, Cookeries items.",NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,NORTH,YES,YES,YES
NAvaNA Miru Arimidale 6A,2000,3,3,2,1,2,6,11,140000,11000,2012,"Road: 94, Gulshan,Dhaka 1212","Bed, Bed side table, Cabinets, udy table , chair, Almira, Sofa, Smart TV , TV trolley, Dining table , chairs, Iron, Clo dryer hanger, Refrigerator, Microwave Oven, Washing machine, Shoe rack, Cookeries items.",NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,WEST,YES,YES,YES
Edison Anika Heights 12A,4500,4,5,3,2,2,12,13,400000,0,2024,"Road: NORTH Gulshan Avenue,Dhaka 1212","Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment,full-Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
Shanta Sanctum 5A (Furnished),4000,3,4,3,2,2,5,13,400000,30000,2024,"Road: 83, Gulshan,Dhaka 1212","GYM, Swimming Pool, Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment / Luxury Apartment,Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
NAvaNA Bra New Apartment A1,2240,3,3,2,1,1,1,11,170000,0,2024,"Road: 67, Gulshan,Dhaka 1212","Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,SOUTH,YES,YES,YES
Urban Shishir KoNA B2,2750,4,5,3,1,2,2,14,200000,15000,2025,"Road: 113, Gulshan,Dhaka 1212","Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,EAST,YES,YES,YES
Bra New Luxury Apartment,4000,3,4,3,2,2,6,11,350000,0,2024,"Road: 36, Gulshan,Dhaka 1212","3 Beds, 4 Bas, Kitchen Hood, Cabinets, Parking, Li, GYM, Swimming Pool, AC",NA,Furnished Apartment / Luxury Apartment,full-Furnished,Residential,24,L.P.G,YES,SOUTH,YES,YES,YES
Memento Conco,3000,4,4,2,1,1,2,6,260000,15000,2006,"Road: 75, Gulshan,Dhaka 1212","Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,EAST,YES,YES,YES
WEST Wings,2500,3,4,3,1,1,5,6,150000,8500,2005,"Road: 61, Gulshan,Dhaka 1212","Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment,Furnished,Residential,16,GOVT,YES,EAST,YES,YES,YES
Gaenia,3300,3,4,1,2,1,3,6,270000,15000,2007,"Road: 71, Gulshan,Dhaka 1212","Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment,Furnished,Residential,24,GOVT,YES,NORTH,YES,YES,YES
MajEAST,5009,4,5,4,2,2,6,11,470000,30000,2022,"Road: 79, Gulshan,Dhaka 1212","GYM, Swimming Pool, Bed, Bedside Table, Cabinets, udy Table , Chair, Almira, Sofa, Smart TV , TV Trolley, Dining Table , Chairs, Iron, Clo Dryer Hanger, Refrigerator, Microwave Oven, Washing Machine, Shoe Rack, Cookery Items.",NA,Furnished Apartment / Luxury Apartment,Furnished,Residential,24,L.P.G,YES,WEST,YES,YES,YES
